0.346519296	-0.359889206	0.918817657	0.159860168	-0.51737511	-0.139462358	1.269368706	-2.217964432	17.04012528
-0.327457619	-0.470734625	0.774125351	0.157553204	-0.588305548	-0.138708536	1.275544731	-2.222485663	17.04046871
0.264540112	-0.195589933	0.49376069	0.14425975	-0.654004694	-0.136674407	1.280093509	-2.227390932	17.0410059
0.281410028	0.232964112	0.117867986	0.122488935	-0.713507712	-0.133282578	1.283004431	-2.232682454	17.04173725
0.028345966	0.481955668	-0.289313663	0.094749887	-0.765849771	-0.128467146	1.284277265	-2.238361285	17.04266308
-0.343331147	0.383295589	-0.654554945	0.063551737	-0.810066036	-0.122167243	1.283915652	-2.24442712	17.04378351
0.315710423	-5.33E-02	-0.900398805	0.031379073	-0.845167133	-0.114322966	1.281922781	-2.250878096	17.04509854
-0.288999315	-0.350406081	-0.953625576	0.00077503	-0.870067298	-0.104874504	1.278301618	-2.257712011	17.04660814
0.286359048	-0.071119102	-0.768249817	-0.025757437	-0.883908399	-0.093768307	1.273058419	-2.264926664	17.04831226
-0.314259362	0.292827569	-0.406552999	-0.048104788	-0.886823141	-0.080990864	1.266212562	-2.272519852	17.05021087
0.325439892	0.123202849	0.014276163	-0.066700737	-0.87921496	-0.066604394	1.257786613	-2.280489374	17.05230395
0.225193744	-0.252202784	0.36758489	-0.081956257	-0.861457428	-0.050723304	1.247802717	-2.288833027	17.05459145
-0.289067151	-0.264662005	0.559456614	-0.094153352	-0.833910464	-0.033471236	1.236282865	-2.297548512	17.05707324
-0.18765006	0.173000333	0.562658726	-0.102479346	-0.796917448	-0.014977585	1.223249714	-2.30663314	17.05974881
0.216320554	0.316102692	0.452665412	-0.104133923	-0.750822737	0.004608498	1.208726104	-2.316084121	17.06261752
-0.151641375	-0.22563641	0.313175554	-0.097329476	-0.696220071	0.025136809	1.192734874	-2.325898669	17.06567877
0.103925436	-0.355000163	0.160890648	-0.080615348	-0.633819174	0.046461813	1.175298863	-2.336073996	17.06893192
-0.144995259	0.315239928	-0.003516226	-0.052953253	-0.564424106	0.068438954	1.156440911	-2.346607314	17.07237636
0.429844715	0.394845269	-0.164823048	-0.016297592	-0.489192517	0.090923673	1.136183857	-2.357495835	17.07601148
-0.524179894	-0.249823954	-0.268341013	0.022270746	-0.409347708	0.113771414	1.11455054	-2.368736773	17.07983664
-0.450763413	-0.438201109	-0.271667747	0.054342583	-0.32563563	0.136837617	1.0915638	-2.380327338	17.08385124
