-0.029811079	-0.263974502	-1.750482912	-0.331248067	-2.847181761	-3.780533938	11.82467632	8.654969056	4.77111928	43.7524676
0.420300682	-0.500419462	-2.030455131	-0.155221845	-2.960456446	-3.890151761	11.94092985	8.675810306	4.781270278	43.71839353
-0.407390492	-0.528872037	-1.446584037	0.211599192	-3.061384539	-3.984511491	12.04744682	8.695038516	4.790812762	43.6838453
0.372843686	0.092938591	-0.253696568	0.695698286	-3.149743863	-4.063316156	12.14406603	8.712643983	4.799743785	43.64882222
0.235953133	0.530996406	0.999201465	1.204802764	-3.225344932	-4.126236095	12.23062626	8.728616419	4.808060777	43.6133238
-0.546652999	0.133898711	1.77867026	1.652001382	-3.288008009	-4.172931901	12.30696628	8.742945372	4.815761175	43.57734973
0.830874074	-0.536844695	1.802585136	1.951387416	-3.337225124	-4.203064161	12.37292489	8.755620393	4.822842289	43.54089978
-0.151837432	0.08945433	1.085723757	2.035648534	-3.370942815	-4.216293467	12.42834086	8.766630928	4.829301396	43.50397391
-1.678447676	0.583372229	0.225040432	1.91814611	-3.386515818	-4.212323735	12.47305423	8.775965847	4.835136127	43.46657226
2.021281961	-0.370631155	-0.273057732	1.637608919	-3.383702666	-4.19107046	12.50691801	8.783613032	4.840344962	43.42869513
-2.148910883	-0.660260196	-0.463500116	1.233476148	-3.362755122	-4.152708607	12.52982797	8.789560491	4.844927288	43.39034303
2.020823369	0.696410153	-0.572454874	0.740684396	-3.323672296	-4.097725884	12.54173421	8.793801044	4.848883208	43.35151667
-1.690200277	0.129594409	-0.836445799	0.186771007	-3.266350721	-4.026774084	12.54264303	8.796331872	4.85221357	43.312217
1.292567523	-0.695182449	-1.025190101	-0.398103851	-3.190648612	-3.940583442	12.53262195	8.797153423	4.854920444	43.27244511
-0.965216547	0.354237387	-0.873239574	-0.976819388	-3.096290392	-3.839922461	12.51177425	8.796267037	4.857007396	43.2322023
0.778894272	0.57445598	-0.462744553	-1.506131665	-2.982759426	-3.725566098	12.48020351	8.793678964	4.858479041	43.19148998
-0.036770623	-0.047646023	0.030278824	-1.935528786	-2.84910203	-3.598292473	12.43801013	8.789400955	4.859340283	43.15030974
-0.799909096	-0.400997622	0.423207915	-2.206288258	-2.694130039	-3.458893499	12.38530258	8.783448756	4.859595896	43.10866337
0.139081433	0.167329458	0.555073082	-2.26031894	-2.516832185	-3.3081802	12.32220519	8.775838876	4.859250521	43.06655276
1.169504896	0.386886144	0.380380743	-2.070655944	-2.316862803	-3.147011345	12.24888185	8.766587827	4.858308729	43.0239799
-1.431363985	-0.529763092	-0.024211735	-1.703941785	-2.093402053	-2.976261009	12.16550969	8.75571212	4.856775029	42.98094682
1.723214121	-0.157184252	-0.483432542	-1.247116001	-1.846299835	-2.796787902	12.07226865	8.743228264	4.854653846	42.93745565
-2.002480058	1.157239106	-0.625475808	-0.785761745	-1.578093074	-2.609378955	11.96933965	8.72915277	4.851949551	42.89350857
2.185496774	-0.377486411	-0.181253127	-0.388155985	-1.291978338	-2.414801765	11.85690244	8.71350215	4.848666448	42.84910781
-2.202863538	-2.128625847	0.495300975	-0.039329649	-0.991174645	-2.21379882	11.73513414	8.696292913	4.844808807	42.80425566
0.944796374	-0.404416648	0.969980117	0.294565065	-0.678990812	-2.007019968	11.604209	8.677541571	4.840380892	42.75895441
